date,ta_max,ta_min,ta_avg,rn_day,hm_avg,ws_avg,gdd,heat_stress,frost_risk,dry_day
20220101,4.9,-11.6,,0.0,,,0.0,0.0,11.6,1
20220102,8.0,-10.4,,0.0,,,0.0,0.0,10.4,1
20220103,6.1,-10.5,,0.0,,,0.0,0.0,10.5,1
20220104,7.8,-6.0,,0.0,,,0.0,0.0,6.0,1
20220105,3.8,-8.3,,0.0,,,0.0,0.0,8.3,1
20220106,7.6,-6.7,,0.0,,,0.0,0.0,6.7,1
20220107,8.1,-10.6,,0.0,,,0.0,0.0,10.6,1
20220108,8.8,-10.5,,0.0,,,0.0,0.0,10.5,1
20220109,8.3,-6.0,,0.0,,,0.0,0.0,6.0,1
20220110,9.2,-7.5,,0.0,,,0.0,0.0,7.5,1
20220111,3.8,-6.5,,0.0,,,0.0,0.0,6.5,1
20220112,2.6,-10.1,,0.0,,,0.0,0.0,10.1,1
20220113,0.6,-9.5,,0.0,,,0.0,0.0,9.5,1
20220114,4.1,-11.9,,0.0,,,0.0,0.0,11.9,1
20220115,8.0,-8.4,,0.0,,,0.0,0.0,8.4,1
20220116,7.4,-5.3,,0.0,,,0.0,0.0,5.3,1
20220117,4.9,-5.5,,0.0,,,0.0,0.0,5.5,1
20220118,2.7,-9.9,,0.0,,,0.0,0.0,9.9,1
20220119,6.2,-12.1,,0.0,,,0.0,0.0,12.1,1
20220120,4.6,-9.0,,0.0,,,0.0,0.0,9.0,1
20220121,7.0,-12.0,,0.0,,,0.0,0.0,12.0,1
20220122,10.3,-8.9,,0.0,,,0.0,0.0,8.9,1
20220123,13.1,-0.5,,0.0,,,1.2999999999999998,0.0,0.5,1
20220124,7.5,-0.9,,0.0,,,0.0,0.0,0.9,1
20220125,7.1,0.2,,0.0,,,0.0,0.0,0.0,1
20220126,7.9,-3.6,,0.0,,,0.0,0.0,3.6,1
20220127,9.3,-5.1,,0.0,,,0.0,0.0,5.1,1
20220128,6.9,-5.0,,0.0,,,0.0,0.0,5.0,1
20220129,5.6,-4.1,,0.0,,,0.0,0.0,4.1,1
20220130,6.6,-6.2,,0.0,,,0.0,0.0,6.2,1
20220131,7.8,-10.0,,0.0,,,0.0,0.0,10.0,1
20220201,4.6,-6.7,,0.0,,,0.0,0.0,6.7,1
20220202,6.3,-8.6,,0.0,,,0.0,0.0,8.6,1
20220203,5.6,-6.9,,0.0,,,0.0,0.0,6.9,1
20220204,4.6,-8.4,,0.0,,,0.0,0.0,8.4,1
20220205,1.5,-6.3,,0.0,,,0.0,0.0,6.3,1
20220206,4.5,-8.8,,0.0,,,0.0,0.0,8.8,1
20220207,3.7,-8.2,,0.0,,,0.0,0.0,8.2,1
20220208,7.4,-8.0,,0.0,,,0.0,0.0,8.0,1
20220209,9.7,-9.2,,0.0,,,0.0,0.0,9.2,1
20220210,11.1,-3.7,,0.0,,,0.0,0.0,3.7,1
20220211,11.3,-8.1,,0.0,,,0.0,0.0,8.1,1
20220212,12.9,-5.6,,0.0,,,0.0,0.0,5.6,1
20220213,12.3,-2.6,,0.0,,,0.0,0.0,2.6,1
20220214,12.3,-2.1,,0.0,,,0.10000000000000053,0.0,2.1,1
20220215,5.9,-6.7,,0.0,,,0.0,0.0,6.7,1
20220216,0.3,-7.7,,0.0,,,0.0,0.0,7.7,1
20220217,1.7,-9.2,,0.0,,,0.0,0.0,9.2,1
20220218,7.9,-12.7,,0.0,,,0.0,0.0,12.7,1
20220219,7.3,-3.2,,0.0,,,0.0,0.0,3.2,1
20220220,2.0,-5.5,,0.0,,,0.0,0.0,5.5,1
20220221,7.3,-8.7,,0.0,,,0.0,0.0,8.7,1
20220222,4.4,-4.1,,0.0,,,0.0,0.0,4.1,1
20220223,3.1,-6.4,,0.0,,,0.0,0.0,6.4,1
20220224,7.4,-11.0,,0.0,,,0.0,0.0,11.0,1
20220225,11.8,-8.6,,0.0,,,0.0,0.0,8.6,1
20220226,14.9,-6.9,,0.0,,,0.0,0.0,6.9,1
20220227,13.2,-4.2,,0.0,,,0.0,0.0,4.2,1
20220228,15.9,-6.9,,0.0,,,0.0,0.0,6.9,1
20220301,16.7,3.4,,0.0,,,5.049999999999999,0.0,0.0,1
20220302,12.7,-4.1,,0.0,,,0.0,0.0,4.1,1
20220303,15.2,-6.0,,0.0,,,0.0,0.0,6.0,1
20220304,16.8,-4.2,,0.0,,,1.3000000000000007,0.0,4.2,1
20220305,11.1,-1.8,,0.0,,,0.0,0.0,1.8,1
20220306,10.4,-5.1,,0.0,,,0.0,0.0,5.1,1
20220307,12.6,-4.8,,0.0,,,0.0,0.0,4.8,1
20220308,16.2,-5.3,,0.0,,,0.4499999999999993,0.0,5.3,1
20220309,18.0,-3.4,,0.0,,,2.3,0.0,3.4,1
20220310,18.6,-0.6,,0.0,,,4.0,0.0,0.6,1
20220311,19.2,-0.4,,0.0,,,4.4,0.0,0.4,1
20220312,23.1,2.8,,0.0,,,7.950000000000001,0.0,0.0,1
20220313,17.5,12.2,,1.0,,,9.85,0.0,0.0,0
20220314,13.5,5.3,,0.0,,,4.4,0.0,0.0,1
20220315,19.8,1.4,,0.0,,,5.6,0.0,0.0,1
20220316,22.7,0.2,,0.0,,,6.449999999999999,0.0,0.0,1
20220317,12.0,5.8,,6.0,,,3.9000000000000004,0.0,0.0,0
20220318,7.8,3.8,,9.0,,,0.7999999999999998,0.0,0.0,0
20220319,7.5,1.5,,5.0,,,0.0,0.0,0.0,0
20220320,10.4,-0.2,,0.0,,,0.10000000000000053,0.0,0.2,1
20220321,13.6,-0.9,,0.0,,,1.3499999999999996,0.0,0.9,1
20220322,13.8,0.6,,0.0,,,2.2,0.0,0.0,1
20220323,11.2,0.2,,0.0,,,0.6999999999999993,0.0,0.0,1
20220324,16.5,-2.5,,0.0,,,2.0,0.0,2.5,1
20220325,19.5,3.2,,2.5,,,6.35,0.0,0.0,0
20220326,19.4,7.8,,17.5,,,8.6,0.0,0.0,0
20220327,19.7,5.4,,0.0,,,7.550000000000001,0.0,0.0,1
20220328,15.3,-1.2,,0.0,,,2.0500000000000007,0.0,1.2,1
20220329,19.4,-1.0,,0.0,,,4.199999999999999,0.0,1.0,1
20220330,22.2,2.2,,0.0,,,7.199999999999999,0.0,0.0,1
20220331,15.4,6.6,,0.0,,,6.0,0.0,0.0,1
20220401,14.1,1.8,,0.5,,,2.95,0.0,0.0,1
20220402,17.4,-1.0,,0.0,,,3.1999999999999993,0.0,1.0,1
20220403,18.9,-0.8,,0.0,,,4.049999999999999,0.0,0.8,1
20220404,20.6,1.2,,0.0,,,5.9,0.0,0.0,1
20220405,21.0,0.6,,0.0,,,5.800000000000001,0.0,0.0,1
20220406,23.2,3.9,,0.0,,,8.549999999999999,0.0,0.0,1
20220407,20.2,5.0,,1.5,,,7.6,0.0,0.0,0
20220408,24.4,2.0,,0.0,,,8.2,0.0,0.0,1
20220409,28.0,5.5,,0.0,,,11.75,0.0,0.0,1
20220410,26.8,6.6,,0.0,,,11.7,0.0,0.0,1
20220411,27.0,10.3,,0.0,,,13.649999999999999,0.0,0.0,1
20220412,29.7,12.6,,0.0,,,16.15,0.0,0.0,1
20220413,19.3,8.7,,1.0,,,9.0,0.0,0.0,0
20220414,13.9,8.4,,0.5,,,6.15,0.0,0.0,1
20220415,20.4,8.2,,0.0,,,9.299999999999999,0.0,0.0,1
20220416,21.7,1.7,,0.0,,,6.699999999999999,0.0,0.0,1
20220417,23.3,1.5,,0.0,,,7.4,0.0,0.0,1
20220418,24.6,7.0,,0.0,,,10.8,0.0,0.0,1
20220419,25.9,4.6,,0.0,,,10.25,0.0,0.0,1
20220420,26.5,3.5,,0.0,,,10.0,0.0,0.0,1
20220421,18.2,6.6,,0.5,,,7.399999999999999,0.0,0.0,1
20220422,28.1,6.2,,0.0,,,12.150000000000002,0.0,0.0,1
20220423,27.0,11.9,,0.0,,,14.45,0.0,0.0,1
20220424,30.2,9.3,,0.0,,,14.75,0.1999999999999993,0.0,1
20220425,28.3,10.9,,3.0,,,14.600000000000001,0.0,0.0,0
20220426,20.5,15.6,,16.5,,,13.05,0.0,0.0,0
20220427,21.4,10.2,,0.0,,,10.799999999999999,0.0,0.0,1
20220428,23.5,8.0,,0.0,,,10.75,0.0,0.0,1
20220429,14.1,9.1,,11.5,,,6.6,0.0,0.0,0
20220430,18.3,9.1,,0.0,,,8.7,0.0,0.0,1
20220501,20.8,6.7,,0.0,,,8.75,0.0,0.0,1
20220502,21.5,3.0,,2.0,,,7.25,0.0,0.0,0
20220503,23.0,4.7,,0.0,,,8.85,0.0,0.0,1
20220504,27.8,5.5,,0.0,,,11.649999999999999,0.0,0.0,1
20220505,28.0,7.4,,0.0,,,12.7,0.0,0.0,1
20220506,28.5,9.0,,0.0,,,13.75,0.0,0.0,1
20220507,25.7,12.0,,0.0,,,13.850000000000001,0.0,0.0,1
20220508,22.9,12.3,,0.0,,,12.600000000000001,0.0,0.0,1
20220509,23.5,10.5,,1.5,,,12.0,0.0,0.0,0
20220510,18.3,16.4,,0.0,,,12.350000000000001,0.0,0.0,1
20220511,20.6,15.1,,0.0,,,12.850000000000001,0.0,0.0,1
20220512,22.0,15.6,,0.0,,,13.8,0.0,0.0,1
20220513,18.5,14.4,,0.0,,,11.45,0.0,0.0,1
20220514,17.2,13.0,,0.0,,,10.1,0.0,0.0,1
20220515,17.6,12.0,,0.0,,,9.8,0.0,0.0,1
20220516,19.5,7.0,,0.0,,,8.25,0.0,0.0,1
20220517,22.5,9.6,,0.0,,,11.05,0.0,0.0,1
20220518,23.4,13.2,,0.0,,,13.299999999999997,0.0,0.0,1
20220519,21.5,15.6,,0.0,,,13.55,0.0,0.0,1
20220520,23.5,14.0,,0.0,,,13.75,0.0,0.0,1
20220521,21.2,13.5,,0.0,,,12.350000000000001,0.0,0.0,1
20220522,21.1,15.3,,0.0,,,13.200000000000003,0.0,0.0,1
20220523,23.8,14.6,,0.0,,,14.2,0.0,0.0,1
20220524,25.9,13.7,,0.0,,,14.799999999999997,0.0,0.0,1
20220525,22.6,14.8,,0.5,,,13.700000000000003,0.0,0.0,1
20220526,20.4,15.7,,2.5,,,13.049999999999997,0.0,0.0,0
20220527,21.9,13.7,,0.0,,,12.799999999999997,0.0,0.0,1
20220528,25.5,15.4,,0.0,,,15.45,0.0,0.0,1
20220529,23.7,14.1,,0.0,,,13.899999999999999,0.0,0.0,1
20220530,21.7,17.1,,3.5,,,14.399999999999999,0.0,0.0,0
20220531,23.2,12.9,,0.0,,,13.05,0.0,0.0,1
20220601,25.9,14.7,,0.0,,,15.299999999999997,0.0,0.0,1
20220602,23.6,14.3,,0.0,,,13.950000000000003,0.0,0.0,1
20220603,25.0,19.5,,0.0,,,17.25,0.0,0.0,1
20220604,29.0,18.9,,0.0,,,18.95,0.0,0.0,1
20220605,22.6,17.6,,16.0,,,15.100000000000001,0.0,0.0,0
20220606,22.2,17.6,,0.0,,,14.899999999999999,0.0,0.0,1
20220607,21.1,17.1,,8.5,,,14.100000000000001,0.0,0.0,0
20220608,22.4,16.1,,0.5,,,14.25,0.0,0.0,1
20220609,23.8,17.0,,0.0,,,15.399999999999999,0.0,0.0,1
20220610,27.4,16.7,,0.0,,,17.049999999999997,0.0,0.0,1
20220611,27.1,18.8,,0.0,,,17.950000000000003,0.0,0.0,1
20220612,24.3,18.4,,0.0,,,16.35,0.0,0.0,1
20220613,28.6,19.3,,0.0,,,18.950000000000003,0.0,0.0,1
20220614,21.7,17.1,,2.0,,,14.399999999999999,0.0,0.0,0
20220615,23.0,16.3,,2.0,,,14.649999999999999,0.0,0.0,0
20220616,23.1,18.3,,0.0,,,15.700000000000003,0.0,0.0,1
20220617,26.7,17.8,,0.5,,,17.25,0.0,0.0,1
20220618,26.1,20.0,,4.5,,,18.05,0.0,0.0,0
20220619,26.4,21.2,,0.0,,,18.799999999999997,0.0,0.0,1
20220620,26.4,21.0,,0.0,,,18.7,0.0,0.0,1
20220621,26.4,20.7,,0.0,,,18.549999999999997,0.0,0.0,1
20220622,29.0,20.5,,0.0,,,19.75,0.0,0.0,1
20220623,28.2,21.1,,22.5,,,19.65,0.0,0.0,0
20220624,25.7,22.1,,28.5,,,18.9,0.0,0.0,0
20220625,28.6,22.2,,0.0,,,20.4,0.0,0.0,1
20220626,31.3,24.2,,0.0,,,22.75,1.3000000000000007,0.0,1
20220627,29.7,25.8,,0.0,,,22.75,0.0,0.0,1
20220628,31.9,27.0,,0.0,,,24.45,1.8999999999999986,0.0,1
20220629,28.9,24.8,,27.0,,,21.85,0.0,0.0,0
20220630,29.3,24.6,,0.0,,,21.950000000000003,0.0,0.0,1
20220701,31.3,23.6,,0.0,,,22.450000000000003,1.3000000000000007,0.0,1
20220702,30.1,22.9,,0.0,,,21.5,0.10000000000000142,0.0,1
20220703,32.4,24.9,,0.0,,,23.65,2.3999999999999986,0.0,1
20220704,31.0,24.4,,0.0,,,22.7,1.0,0.0,1
20220705,28.7,25.7,,0.0,,,22.2,0.0,0.0,1
20220706,35.3,24.7,,0.0,,,25.0,5.299999999999997,0.0,1
20220707,33.2,25.5,,13.5,,,24.35,3.200000000000003,0.0,0
20220708,28.5,24.7,,1.5,,,21.6,0.0,0.0,0
20220709,28.2,24.4,,0.0,,,21.299999999999997,0.0,0.0,1
20220710,31.1,24.4,,0.0,,,22.75,1.1000000000000014,0.0,1
20220711,29.3,23.4,,47.5,,,21.35,0.0,0.0,0
20220712,29.4,25.2,,0.0,,,22.299999999999997,0.0,0.0,1
20220713,29.4,24.3,,2.0,,,21.85,0.0,0.0,0
20220714,27.8,24.2,,1.0,,,21.0,0.0,0.0,0
20220715,28.7,22.0,,0.0,,,20.35,0.0,0.0,1
20220716,28.5,22.9,,0.0,,,20.7,0.0,0.0,1
20220717,28.2,24.8,,0.0,,,21.5,0.0,0.0,1
20220718,25.1,21.2,,0.0,,,18.15,0.0,0.0,1
20220719,27.7,21.7,,0.0,,,19.7,0.0,0.0,1
20220720,29.6,22.7,,8.0,,,21.15,0.0,0.0,0
20220721,27.9,23.2,,7.5,,,20.549999999999997,0.0,0.0,0
20220722,27.5,23.8,,0.0,,,20.65,0.0,0.0,1
20220723,28.1,20.8,,5.5,,,19.450000000000003,0.0,0.0,0
20220724,26.4,23.6,,3.0,,,20.0,0.0,0.0,0
20220725,27.9,24.5,,0.0,,,21.2,0.0,0.0,1
20220726,29.1,22.9,,0.0,,,21.0,0.0,0.0,1
20220727,32.9,23.9,,0.0,,,23.4,2.8999999999999986,0.0,1
20220728,33.0,24.1,,0.0,,,23.55,3.0,0.0,1
20220729,35.4,25.2,,0.0,,,25.299999999999997,5.399999999999999,0.0,1
20220730,32.8,26.8,,0.0,,,24.799999999999997,2.799999999999997,0.0,1
20220731,28.6,25.6,,6.5,,,22.1,0.0,0.0,0
20220801,32.6,25.3,,52.5,,,23.950000000000003,2.6000000000000014,0.0,0
20220802,29.6,26.2,,0.0,,,22.9,0.0,0.0,1
20220803,30.5,25.6,,0.0,,,23.05,0.5,0.0,1
20220804,30.6,26.8,,0.0,,,23.700000000000003,0.6000000000000014,0.0,1
20220805,30.5,26.2,,3.0,,,23.35,0.5,0.0,0
20220806,31.9,26.9,,0.0,,,24.4,1.8999999999999986,0.0,1
20220807,31.8,26.3,,0.0,,,24.05,1.8000000000000007,0.0,1
20220808,30.4,28.2,,0.0,,,24.299999999999997,0.3999999999999986,0.0,1
20220809,30.3,28.0,,0.0,,,24.15,0.3000000000000007,0.0,1
20220810,29.2,24.3,,40.5,,,21.75,0.0,0.0,0
20220811,27.5,24.1,,116.0,,,20.8,0.0,0.0,0
20220812,29.4,24.4,,0.5,,,21.9,0.0,0.0,1
20220813,29.0,23.3,,9.5,,,21.15,0.0,0.0,0
20220814,30.2,25.6,,0.0,,,22.9,0.1999999999999993,0.0,1
20220815,31.1,27.7,,0.0,,,24.4,1.1000000000000014,0.0,1
20220816,28.3,23.5,,72.5,,,20.9,0.0,0.0,0
20220817,27.8,23.0,,0.0,,,20.4,0.0,0.0,1
20220818,29.0,21.3,,0.0,,,20.15,0.0,0.0,1
20220819,29.7,21.5,,0.0,,,20.6,0.0,0.0,1
20220820,28.4,24.7,,22.5,,,21.549999999999997,0.0,0.0,0
20220821,29.1,22.6,,0.0,,,20.85,0.0,0.0,1
20220822,30.4,23.6,,0.0,,,22.0,0.3999999999999986,0.0,1
20220823,27.7,24.7,,15.0,,,21.2,0.0,0.0,0
20220824,27.1,22.2,,0.0,,,19.65,0.0,0.0,1
20220825,27.4,20.2,,0.0,,,18.799999999999997,0.0,0.0,1
20220826,26.5,19.6,,0.0,,,18.05,0.0,0.0,1
20220827,25.1,20.5,,0.0,,,17.8,0.0,0.0,1
20220828,27.7,16.2,,0.0,,,16.95,0.0,0.0,1
20220829,22.3,19.9,,0.5,,,16.1,0.0,0.0,1
20220830,21.8,19.6,,10.5,,,15.700000000000003,0.0,0.0,0
20220831,24.9,21.2,,1.5,,,18.049999999999997,0.0,0.0,0
20220901,28.6,19.6,,0.0,,,19.1,0.0,0.0,1
20220902,28.7,18.7,,0.0,,,18.7,0.0,0.0,1
20220903,29.7,21.7,,0.0,,,20.7,0.0,0.0,1
20220904,30.2,21.7,,7.0,,,20.95,0.1999999999999993,0.0,0
20220905,25.1,20.3,,55.5,,,17.700000000000003,0.0,0.0,0
20220906,23.9,19.0,,22.5,,,16.45,0.0,0.0,0
20220907,26.4,16.5,,0.0,,,16.45,0.0,0.0,1
20220908,26.0,15.5,,0.5,,,15.75,0.0,0.0,1
20220909,28.9,18.2,,0.0,,,18.549999999999997,0.0,0.0,1
20220910,26.8,19.3,,0.0,,,18.05,0.0,0.0,1
20220911,28.2,19.4,,0.0,,,18.799999999999997,0.0,0.0,1
20220912,26.0,20.7,,2.0,,,18.35,0.0,0.0,0
20220913,26.5,21.6,,0.0,,,19.05,0.0,0.0,1
20220914,28.1,21.8,,0.0,,,19.950000000000003,0.0,0.0,1
20220915,31.7,21.1,,0.0,,,21.4,1.6999999999999993,0.0,1
20220916,32.3,23.1,,0.0,,,22.7,2.299999999999997,0.0,1
20220917,30.5,23.8,,0.0,,,22.15,0.5,0.0,1
20220918,31.5,24.6,,0.0,,,23.05,1.5,0.0,1
20220919,27.2,20.4,,0.0,,,18.799999999999997,0.0,0.0,1
20220920,25.2,18.4,,0.0,,,16.799999999999997,0.0,0.0,1
20220921,25.0,13.1,,0.0,,,14.05,0.0,0.0,1
20220922,23.7,14.0,,0.0,,,13.850000000000001,0.0,0.0,1
20220923,22.8,13.8,,0.0,,,13.3,0.0,0.0,1
20220924,22.5,12.4,,0.0,,,12.45,0.0,0.0,1
20220925,23.6,15.4,,0.0,,,14.5,0.0,0.0,1
20220926,24.8,15.8,,0.0,,,15.3,0.0,0.0,1
20220927,24.6,13.0,,0.0,,,13.8,0.0,0.0,1
20220928,25.3,15.2,,0.0,,,15.25,0.0,0.0,1
20220929,22.2,13.7,,0.0,,,12.95,0.0,0.0,1
20220930,25.9,12.8,,0.0,,,14.350000000000001,0.0,0.0,1
20221001,27.4,12.3,,0.0,,,14.850000000000001,0.0,0.0,1
20221002,29.6,17.3,,0.0,,,18.450000000000003,0.0,0.0,1
20221003,27.1,22.1,,9.5,,,19.6,0.0,0.0,0
20221004,25.4,16.6,,25.0,,,16.0,0.0,0.0,0
20221005,18.0,14.2,,0.0,,,11.100000000000001,0.0,0.0,1
20221006,20.1,13.4,,0.0,,,11.75,0.0,0.0,1
20221007,17.5,12.1,,1.0,,,9.8,0.0,0.0,0
20221008,21.3,8.5,,0.0,,,9.9,0.0,0.0,1
20221009,15.9,13.0,,14.5,,,9.45,0.0,0.0,0
20221010,15.8,11.4,,4.0,,,8.600000000000001,0.0,0.0,0
20221011,16.3,9.5,,0.0,,,7.9,0.0,0.0,1
20221012,17.9,5.0,,0.0,,,6.449999999999999,0.0,0.0,1
20221013,20.6,9.0,,0.0,,,9.8,0.0,0.0,1
20221014,20.4,10.7,,0.0,,,10.549999999999999,0.0,0.0,1
20221015,22.6,11.9,,0.0,,,12.25,0.0,0.0,1
20221016,20.5,13.1,,0.0,,,11.8,0.0,0.0,1
20221017,17.0,10.5,,0.0,,,8.75,0.0,0.0,1
20221018,13.5,5.4,,0.0,,,4.449999999999999,0.0,0.0,1
20221019,15.8,2.1,,0.0,,,3.950000000000001,0.0,0.0,1
20221020,18.7,2.6,,0.0,,,5.65,0.0,0.0,1
20221021,17.5,6.0,,0.0,,,6.75,0.0,0.0,1
20221022,19.3,11.0,,0.0,,,10.15,0.0,0.0,1
20221023,16.5,12.3,,0.0,,,9.4,0.0,0.0,1
20221024,13.8,6.5,,0.0,,,5.15,0.0,0.0,1
20221025,16.9,2.5,,0.0,,,4.699999999999999,0.0,0.0,1
20221026,18.1,4.8,,0.0,,,6.450000000000001,0.0,0.0,1
20221027,17.7,8.6,,0.0,,,8.149999999999999,0.0,0.0,1
20221028,16.3,6.7,,0.0,,,6.5,0.0,0.0,1
20221029,19.2,6.5,,0.0,,,7.85,0.0,0.0,1
20221030,19.5,6.2,,0.0,,,7.85,0.0,0.0,1
20221031,18.9,9.0,,0.0,,,8.95,0.0,0.0,1
20221101,17.7,8.0,,0.5,,,7.85,0.0,0.0,1
20221102,15.7,4.2,,0.0,,,4.949999999999999,0.0,0.0,1
20221103,16.0,4.5,,0.0,,,5.25,0.0,0.0,1
20221104,11.2,6.4,,0.0,,,3.8000000000000007,0.0,0.0,1
20221105,12.7,0.2,,0.0,,,1.4499999999999993,0.0,0.0,1
20221106,15.6,2.6,,0.0,,,4.1,0.0,0.0,1
20221107,16.4,3.5,,0.0,,,4.949999999999999,0.0,0.0,1
20221108,16.5,5.5,,0.0,,,6.0,0.0,0.0,1
20221109,17.2,5.2,,0.0,,,6.199999999999999,0.0,0.0,1
20221110,20.6,4.7,,0.0,,,7.65,0.0,0.0,1
20221111,22.1,7.2,,0.0,,,9.65,0.0,0.0,1
20221112,24.2,9.7,,11.0,,,11.95,0.0,0.0,0
20221113,17.5,10.1,,0.0,,,8.8,0.0,0.0,1
20221114,13.5,8.1,,0.0,,,5.800000000000001,0.0,0.0,1
20221115,13.9,3.4,,0.0,,,3.6500000000000004,0.0,0.0,1
20221116,13.9,6.4,,0.5,,,5.15,0.0,0.0,1
20221117,16.4,4.0,,0.0,,,5.199999999999999,0.0,0.0,1
20221118,17.6,2.5,,0.0,,,5.050000000000001,0.0,0.0,1
20221119,19.3,3.5,,0.0,,,6.4,0.0,0.0,1
20221120,17.8,8.2,,0.0,,,8.0,0.0,0.0,1
20221121,16.2,5.3,,0.0,,,5.75,0.0,0.0,1
20221122,14.2,8.3,,0.5,,,6.25,0.0,0.0,1
20221123,13.7,7.0,,0.0,,,5.35,0.0,0.0,1
20221124,14.5,4.7,,0.0,,,4.6,0.0,0.0,1
20221125,15.6,2.5,,0.0,,,4.050000000000001,0.0,0.0,1
20221126,13.1,2.6,,1.0,,,2.8499999999999996,0.0,0.0,0
20221127,13.7,-0.2,,0.0,,,1.75,0.0,0.2,1
20221128,20.1,6.3,,46.0,,,8.200000000000001,0.0,0.0,0
20221129,15.8,4.4,,4.5,,,5.100000000000001,0.0,0.0,0
20221130,4.4,-2.3,,0.0,,,0.0,0.0,2.3,1
20221201,1.4,-4.7,,0.0,,,0.0,0.0,4.7,1
20221202,5.1,-3.1,,0.0,,,0.0,0.0,3.1,1
20221203,8.7,-0.9,,0.0,,,0.0,0.0,0.9,1
20221204,6.4,-0.3,,0.0,,,0.0,0.0,0.3,1
20221205,2.8,-3.7,,0.0,,,0.0,0.0,3.7,1
20221206,7.9,-3.9,,0.0,,,0.0,0.0,3.9,1
20221207,9.1,6.3,,0.0,,,2.6999999999999993,0.0,0.0,1
20221208,10.0,-0.5,,0.0,,,0.0,0.0,0.5,1
20221209,10.5,0.7,,0.0,,,0.5999999999999996,0.0,0.0,1
20221210,6.2,-3.6,,0.0,,,0.0,0.0,3.6,1
20221211,6.6,0.5,,0.0,,,0.0,0.0,0.0,1
20221212,7.1,-3.4,,3.0,,,0.0,0.0,3.4,0
20221213,6.9,0.0,,0.5,,,0.0,0.0,0.0,1
20221214,2.0,-7.3,,0.5,,,0.0,0.0,7.3,1
20221215,5.6,-7.2,,1.5,,,0.0,0.0,7.2,0
20221216,1.5,-2.9,,0.0,,,0.0,0.0,2.9,1
20221217,1.6,-7.1,,0.0,,,0.0,0.0,7.1,1
20221218,-4.4,-11.7,,0.5,,,0.0,0.0,11.7,1
20221219,-0.6,-13.1,,0.5,,,0.0,0.0,13.1,1
20221220,3.2,-8.6,,0.0,,,0.0,0.0,8.6,1
20221221,5.9,-0.5,,20.5,,,0.0,0.0,0.5,0
20221222,3.0,-5.9,,0.0,,,0.0,0.0,5.9,1
20221223,-1.6,-6.4,,0.0,,,0.0,0.0,6.4,1
20221224,-4.2,-12.2,,0.0,,,0.0,0.0,12.2,1
20221225,1.7,-11.8,,0.0,,,0.0,0.0,11.8,1
20221226,1.3,-11.5,,0.0,,,0.0,0.0,11.5,1
20221227,2.1,-9.9,,0.0,,,0.0,0.0,9.9,1
20221228,2.5,-6.1,,0.0,,,0.0,0.0,6.1,1
