date,ta_max,ta_min,ta_avg,rn_day,hm_avg,ws_avg,gdd,heat_stress,frost_risk,dry_day
20231228,4.1,-2.4,,0.0,,,0.0,0.0,2.4,1
20231229,4.3,-4.7,,0.0,,,0.0,0.0,4.7,1
20231230,3.5,-4.0,,0.0,,,0.0,0.0,4.0,1
20231231,4.0,-1.1,,1.0,,,0.0,0.0,1.1,0
20240101,6.0,-2.8,,0.0,,,0.0,0.0,2.8,1
20240102,4.0,0.9,,0.0,,,0.0,0.0,0.0,1
20240103,2.8,-1.0,,0.0,,,0.0,0.0,1.0,1
20240104,3.7,-3.3,,0.0,,,0.0,0.0,3.3,1
20240105,7.0,1.2,,0.0,,,0.0,0.0,0.0,1
20240106,3.2,-2.2,,0.0,,,0.0,0.0,2.2,1
20240107,-1.4,-7.5,,0.0,,,0.0,0.0,7.5,1
20240108,0.0,-10.5,,0.0,,,0.0,0.0,10.5,1
20240109,3.6,-6.2,,0.5,,,0.0,0.0,6.2,1
20240110,0.8,-3.4,,0.0,,,0.0,0.0,3.4,1
20240111,1.8,-4.5,,0.0,,,0.0,0.0,4.5,1
20240112,5.2,-2.0,,0.0,,,0.0,0.0,2.0,1
20240113,3.9,-5.0,,0.0,,,0.0,0.0,5.0,1
20240114,8.0,-6.3,,2.0,,,0.0,0.0,6.3,0
20240115,-0.1,-6.3,,0.0,,,0.0,0.0,6.3,1
20240116,4.2,-7.9,,0.0,,,0.0,0.0,7.9,1
20240117,5.1,-3.8,,3.0,,,0.0,0.0,3.8,0
20240118,6.5,1.2,,3.0,,,0.0,0.0,0.0,0
20240119,3.4,2.0,,0.0,,,0.0,0.0,0.0,1
20240120,2.8,0.3,,7.0,,,0.0,0.0,0.0,0
20240121,5.7,-0.7,,0.0,,,0.0,0.0,0.7,1
20240122,-0.7,-11.4,,0.5,,,0.0,0.0,11.4,1
20240123,-8.9,-14.0,,0.0,,,0.0,0.0,14.0,1
20240124,-6.4,-13.0,,0.0,,,0.0,0.0,13.0,1
20240125,-2.0,-10.3,,0.0,,,0.0,0.0,10.3,1
20240126,1.0,-6.3,,0.0,,,0.0,0.0,6.3,1
20240127,2.7,-2.9,,0.0,,,0.0,0.0,2.9,1
20240128,1.5,-4.4,,0.0,,,0.0,0.0,4.4,1
20240129,2.2,-6.0,,0.0,,,0.0,0.0,6.0,1
20240130,5.2,-8.0,,0.0,,,0.0,0.0,8.0,1
20240131,10.4,0.7,,0.0,,,0.5499999999999998,0.0,0.0,1
20240201,5.0,0.7,,0.0,,,0.0,0.0,0.0,1
20240202,6.8,-0.5,,0.0,,,0.0,0.0,0.5,1
20240203,4.8,-0.5,,0.0,,,0.0,0.0,0.5,1
20240204,5.0,1.3,,0.0,,,0.0,0.0,0.0,1
20240205,3.5,-1.0,,5.0,,,0.0,0.0,1.0,0
20240206,0.9,-1.7,,0.0,,,0.0,0.0,1.7,1
20240207,2.1,-4.5,,0.0,,,0.0,0.0,4.5,1
20240208,3.4,-6.5,,0.0,,,0.0,0.0,6.5,1
20240209,3.6,-4.3,,0.0,,,0.0,0.0,4.3,1
20240210,4.0,-3.7,,0.0,,,0.0,0.0,3.7,1
20240211,3.0,-3.5,,0.0,,,0.0,0.0,3.5,1
20240212,9.4,-5.4,,0.0,,,0.0,0.0,5.4,1
20240213,14.0,0.0,,0.0,,,2.0,0.0,0.0,1
20240214,15.6,7.7,,1.5,,,6.65,0.0,0.0,0
20240215,11.5,-1.2,,2.5,,,0.15000000000000036,0.0,1.2,0
20240216,7.2,-2.7,,0.0,,,0.0,0.0,2.7,1
20240217,12.2,-4.6,,0.0,,,0.0,0.0,4.6,1
20240218,8.9,0.8,,12.0,,,0.0,0.0,0.0,0
20240219,12.7,5.6,,7.5,,,4.149999999999999,0.0,0.0,0
20240220,5.7,2.1,,6.5,,,0.0,0.0,0.0,0
20240221,2.2,0.2,,4.0,,,0.0,0.0,0.0,0
20240222,0.3,-1.6,,1.0,,,0.0,0.0,1.6,0
20240223,2.1,-2.0,,0.0,,,0.0,0.0,2.0,1
20240224,2.1,-1.3,,0.5,,,0.0,0.0,1.3,1
20240225,3.0,-1.3,,0.0,,,0.0,0.0,1.3,1
20240226,5.9,-0.6,,0.0,,,0.0,0.0,0.6,1
20240227,5.1,-2.3,,0.0,,,0.0,0.0,2.3,1
20240228,7.8,-1.9,,0.0,,,0.0,0.0,1.9,1
20240229,3.5,1.0,,0.0,,,0.0,0.0,0.0,1
20240301,1.1,-7.5,,0.0,,,0.0,0.0,7.5,1
20240302,2.4,-9.3,,0.0,,,0.0,0.0,9.3,1
20240303,7.3,-1.1,,1.0,,,0.0,0.0,1.1,0
20240304,10.7,2.5,,0.0,,,1.5999999999999996,0.0,0.0,1
20240305,6.8,2.2,,4.0,,,0.0,0.0,0.0,0
20240306,8.6,0.0,,0.0,,,0.0,0.0,0.0,1
20240307,6.0,-0.7,,0.0,,,0.0,0.0,0.7,1
20240308,5.4,-2.1,,0.0,,,0.0,0.0,2.1,1
20240309,5.7,-4.1,,0.0,,,0.0,0.0,4.1,1
20240310,9.6,-3.8,,0.0,,,0.0,0.0,3.8,1
20240311,10.2,-2.7,,0.0,,,0.0,0.0,2.7,1
20240312,7.3,2.0,,0.0,,,0.0,0.0,0.0,1
20240313,10.7,0.4,,0.0,,,0.5499999999999998,0.0,0.0,1
20240314,13.5,-0.3,,0.0,,,1.5999999999999996,0.0,0.3,1
20240315,15.6,0.4,,0.0,,,3.0,0.0,0.0,1
20240316,18.8,1.0,,0.0,,,4.9,0.0,0.0,1
20240317,12.2,2.1,,0.0,,,2.1499999999999995,0.0,0.0,1
20240318,12.9,-1.7,,0.0,,,0.6000000000000005,0.0,1.7,1
20240319,10.0,1.4,,0.0,,,0.7000000000000002,0.0,0.0,1
20240320,6.8,-0.7,,0.0,,,0.0,0.0,0.7,1
20240321,9.1,-2.5,,0.0,,,0.0,0.0,2.5,1
20240322,14.2,0.2,,2.5,,,2.1999999999999993,0.0,0.0,0
20240323,19.0,8.1,,0.5,,,8.55,0.0,0.0,1
20240324,14.8,7.4,,0.0,,,6.100000000000001,0.0,0.0,1
20240325,9.6,3.8,,8.5,,,1.6999999999999993,0.0,0.0,0
20240326,9.0,1.8,,16.0,,,0.40000000000000036,0.0,0.0,0
20240327,15.4,0.0,,0.0,,,2.7,0.0,0.0,1
20240328,8.6,6.2,,23.0,,,2.4000000000000004,0.0,0.0,0
20240329,14.0,5.0,,0.0,,,4.5,0.0,0.0,1
20240330,14.2,-0.7,,0.0,,,1.75,0.0,0.7,1
20240331,17.5,0.4,,0.0,,,3.9499999999999993,0.0,0.0,1
20240401,18.7,3.7,,0.0,,,6.199999999999999,0.0,0.0,1
20240402,21.4,5.9,,2.0,,,8.649999999999999,0.0,0.0,0
20240403,11.8,9.8,,18.5,,,5.800000000000001,0.0,0.0,0
20240404,11.7,8.3,,0.5,,,5.0,0.0,0.0,1
20240405,16.4,6.4,,0.0,,,6.399999999999999,0.0,0.0,1
20240406,18.6,5.6,,0.0,,,7.100000000000001,0.0,0.0,1
20240407,22.9,6.4,,0.0,,,9.649999999999999,0.0,0.0,1
20240408,23.4,7.9,,0.0,,,10.649999999999999,0.0,0.0,1
20240409,16.8,6.5,,0.0,,,6.65,0.0,0.0,1
20240410,17.7,3.9,,0.0,,,5.799999999999999,0.0,0.0,1
20240411,20.1,8.3,,0.0,,,9.200000000000001,0.0,0.0,1
20240412,24.1,8.2,,0.0,,,11.149999999999999,0.0,0.0,1
20240413,25.4,9.3,,0.0,,,12.350000000000001,0.0,0.0,1
20240414,24.4,9.3,,0.0,,,11.850000000000001,0.0,0.0,1
20240415,16.0,12.4,,12.5,,,9.2,0.0,0.0,0
20240416,18.7,10.7,,1.0,,,9.7,0.0,0.0,0
20240417,21.8,7.4,,0.0,,,9.600000000000001,0.0,0.0,1
20240418,24.0,7.6,,0.0,,,10.8,0.0,0.0,1
20240419,24.4,9.3,,0.0,,,11.850000000000001,0.0,0.0,1
20240420,17.5,11.2,,11.0,,,9.35,0.0,0.0,0
20240421,15.2,11.3,,1.5,,,8.25,0.0,0.0,0
20240422,18.0,10.9,,0.0,,,9.45,0.0,0.0,1
20240423,18.4,9.0,,0.0,,,8.7,0.0,0.0,1
20240424,16.4,8.5,,4.5,,,7.449999999999999,0.0,0.0,0
20240425,21.9,8.0,,0.0,,,9.95,0.0,0.0,1
20240426,24.9,8.9,,0.0,,,11.899999999999999,0.0,0.0,1
20240427,26.0,9.8,,0.0,,,12.899999999999999,0.0,0.0,1
20240428,25.8,8.7,,0.0,,,12.25,0.0,0.0,1
20240429,16.3,12.0,,4.0,,,9.15,0.0,0.0,0
20240430,18.2,11.4,,1.5,,,9.8,0.0,0.0,0
20240501,16.9,6.8,,4.0,,,6.85,0.0,0.0,0
20240502,22.8,5.7,,0.0,,,9.25,0.0,0.0,1
20240503,26.0,10.5,,0.0,,,13.25,0.0,0.0,1
20240504,27.2,9.3,,0.0,,,13.25,0.0,0.0,1
20240505,18.7,15.1,,24.0,,,11.899999999999999,0.0,0.0,0
20240506,16.2,11.8,,14.0,,,9.0,0.0,0.0,0
20240507,14.6,8.6,,20.5,,,6.6,0.0,0.0,0
20240508,17.7,7.3,,1.0,,,7.5,0.0,0.0,0
20240509,20.3,6.0,,0.0,,,8.15,0.0,0.0,1
20240510,24.7,7.6,,0.0,,,11.149999999999999,0.0,0.0,1
20240511,23.7,11.3,,14.0,,,12.5,0.0,0.0,0
20240512,20.2,10.9,,9.0,,,10.55,0.0,0.0,0
20240513,22.6,8.2,,0.0,,,10.4,0.0,0.0,1
20240514,24.1,8.4,,0.0,,,11.25,0.0,0.0,1
20240515,22.4,7.7,,14.5,,,10.049999999999999,0.0,0.0,0
20240516,18.0,5.6,,3.5,,,6.800000000000001,0.0,0.0,0
20240517,24.5,10.5,,0.0,,,12.5,0.0,0.0,1
20240518,26.0,11.2,,0.0,,,13.600000000000001,0.0,0.0,1
20240519,27.4,11.8,,0.0,,,14.600000000000001,0.0,0.0,1
20240520,23.1,11.7,,0.0,,,12.399999999999999,0.0,0.0,1
20240521,19.4,12.5,,0.0,,,10.95,0.0,0.0,1
20240522,26.7,11.3,,0.0,,,14.0,0.0,0.0,1
20240523,26.9,15.7,,0.0,,,16.299999999999997,0.0,0.0,1
20240524,26.0,12.2,,0.0,,,14.100000000000001,0.0,0.0,1
20240525,18.1,14.0,,0.0,,,11.05,0.0,0.0,1
20240526,23.0,12.5,,35.0,,,12.75,0.0,0.0,0
20240527,20.5,13.4,,0.5,,,11.95,0.0,0.0,1
20240528,21.9,9.5,,0.0,,,10.7,0.0,0.0,1
20240529,25.2,9.6,,0.0,,,12.399999999999999,0.0,0.0,1
20240530,23.5,13.9,,0.0,,,13.7,0.0,0.0,1
20240531,24.6,15.5,,0.0,,,15.05,0.0,0.0,1
20240601,22.4,15.0,,0.0,,,13.7,0.0,0.0,1
20240602,23.3,12.8,,0.0,,,13.05,0.0,0.0,1
20240603,23.1,11.8,,0.0,,,12.450000000000003,0.0,0.0,1
20240604,23.4,11.4,,0.0,,,12.399999999999999,0.0,0.0,1
20240605,25.8,10.7,,0.0,,,13.25,0.0,0.0,1
20240606,25.1,14.7,,0.0,,,14.899999999999999,0.0,0.0,1
20240607,25.9,14.3,,1.0,,,15.100000000000001,0.0,0.0,0
20240608,20.9,16.4,,5.0,,,13.649999999999999,0.0,0.0,0
20240609,26.5,16.8,,0.0,,,16.65,0.0,0.0,1
20240610,29.0,17.2,,0.0,,,18.1,0.0,0.0,1
20240611,29.1,19.6,,0.0,,,19.35,0.0,0.0,1
20240612,30.5,16.9,,0.0,,,18.7,0.5,0.0,1
20240613,31.2,16.3,,0.0,,,18.75,1.1999999999999993,0.0,1
20240614,30.5,17.0,,0.0,,,18.75,0.5,0.0,1
20240615,27.4,18.0,,10.5,,,17.7,0.0,0.0,0
20240616,26.5,18.2,,0.0,,,17.35,0.0,0.0,1
20240617,25.6,15.9,,0.0,,,15.75,0.0,0.0,1
20240618,30.2,18.3,,0.0,,,19.25,0.1999999999999993,0.0,1
20240619,33.5,17.4,,0.0,,,20.45,3.5,0.0,1
20240620,27.4,16.1,,0.0,,,16.75,0.0,0.0,1
20240621,29.1,15.2,,0.0,,,17.15,0.0,0.0,1
20240622,23.9,19.9,,11.5,,,16.9,0.0,0.0,0
20240623,24.6,20.3,,6.5,,,17.450000000000003,0.0,0.0,0
20240624,28.0,18.8,,0.0,,,18.4,0.0,0.0,1
20240625,25.0,16.1,,0.0,,,15.55,0.0,0.0,1
20240626,27.9,16.4,,0.0,,,17.15,0.0,0.0,1
20240627,24.2,15.3,,0.0,,,14.75,0.0,0.0,1
20240628,30.3,13.9,,0.0,,,17.1,0.3000000000000007,0.0,1
20240629,27.1,18.7,,42.5,,,17.9,0.0,0.0,0
20240630,23.7,21.0,,45.0,,,17.35,0.0,0.0,0
20240701,28.4,20.0,,0.0,,,19.2,0.0,0.0,1
20240702,21.5,19.5,,43.0,,,15.5,0.0,0.0,0
20240703,26.9,21.4,,23.5,,,19.15,0.0,0.0,0
20240704,29.8,20.7,,0.0,,,20.25,0.0,0.0,1
20240705,27.0,20.9,,4.0,,,18.95,0.0,0.0,0
20240706,30.0,21.4,,0.0,,,20.7,0.0,0.0,1
20240707,26.2,22.3,,39.5,,,19.25,0.0,0.0,0
20240708,24.2,21.2,,231.0,,,17.7,0.0,0.0,0
20240709,23.5,20.7,,19.5,,,17.1,0.0,0.0,0
20240710,24.0,20.0,,57.5,,,17.0,0.0,0.0,0
20240711,26.6,21.1,,0.5,,,18.85,0.0,0.0,1
20240712,29.2,21.1,,0.0,,,20.15,0.0,0.0,1
20240713,28.6,21.3,,0.0,,,19.950000000000003,0.0,0.0,1
20240714,24.7,21.0,,0.0,,,17.85,0.0,0.0,1
20240715,26.8,20.2,,0.0,,,18.5,0.0,0.0,1
20240716,24.9,20.9,,62.0,,,17.9,0.0,0.0,0
20240717,28.2,20.6,,1.0,,,19.4,0.0,0.0,0
20240718,25.9,22.5,,30.0,,,19.2,0.0,0.0,0
20240719,27.0,22.0,,5.0,,,19.5,0.0,0.0,0
20240720,27.4,20.4,,9.0,,,18.9,0.0,0.0,0
20240721,29.1,23.0,,8.5,,,21.05,0.0,0.0,0
20240722,30.3,23.5,,0.0,,,21.9,0.3000000000000007,0.0,1
20240723,26.7,23.4,,1.0,,,20.049999999999997,0.0,0.0,0
20240724,30.5,22.6,,9.0,,,21.55,0.5,0.0,0
20240725,30.3,22.2,,8.5,,,21.25,0.3000000000000007,0.0,0
20240726,30.0,22.8,,0.0,,,21.4,0.0,0.0,1
20240727,30.5,23.7,,31.5,,,22.1,0.5,0.0,0
20240728,32.1,23.5,,0.0,,,22.8,2.1000000000000014,0.0,1
20240729,29.8,23.1,,0.0,,,21.450000000000003,0.0,0.0,1
20240730,29.9,24.1,,0.0,,,22.0,0.0,0.0,1
20240731,31.6,23.2,,0.0,,,22.4,1.6000000000000014,0.0,1
20240801,31.4,23.3,,0.0,,,22.35,1.3999999999999986,0.0,1
20240802,31.8,24.5,,0.0,,,23.15,1.8000000000000007,0.0,1
20240803,32.0,24.6,,0.0,,,23.3,2.0,0.0,1
20240804,33.1,23.0,,0.5,,,23.05,3.1000000000000014,0.0,1
20240805,32.3,22.9,,5.5,,,22.599999999999998,2.299999999999997,0.0,0
20240806,31.3,22.1,,0.0,,,21.700000000000003,1.3000000000000007,0.0,1
20240807,32.1,21.5,,0.0,,,21.8,2.1000000000000014,0.0,1
20240808,28.4,22.6,,0.0,,,20.5,0.0,0.0,1
20240809,31.8,22.6,,0.0,,,22.200000000000003,1.8000000000000007,0.0,1
20240810,31.2,22.0,,0.0,,,21.6,1.1999999999999993,0.0,1
20240811,31.4,22.7,,0.0,,,22.049999999999997,1.3999999999999986,0.0,1
20240812,33.0,22.1,,0.0,,,22.55,3.0,0.0,1
20240813,31.3,21.9,,0.0,,,21.6,1.3000000000000007,0.0,1
20240814,31.5,21.1,,0.0,,,21.3,1.5,0.0,1
20240815,31.0,21.5,,0.0,,,21.25,1.0,0.0,1
20240816,30.8,21.6,,0.0,,,21.200000000000003,0.8000000000000007,0.0,1
20240817,32.0,21.2,,0.0,,,21.6,2.0,0.0,1
20240818,31.0,21.6,,0.0,,,21.3,1.0,0.0,1
20240819,31.4,21.8,,0.0,,,21.6,1.3999999999999986,0.0,1
20240820,31.0,24.6,,0.0,,,22.8,1.0,0.0,1
20240821,28.1,23.5,,15.5,,,20.8,0.0,0.0,0
20240822,29.5,23.5,,9.5,,,21.5,0.0,0.0,0
20240823,30.2,22.7,,0.0,,,21.45,0.1999999999999993,0.0,1
20240824,30.4,21.5,,0.0,,,20.95,0.3999999999999986,0.0,1
20240825,31.0,21.1,,0.0,,,21.05,1.0,0.0,1
20240826,29.5,22.5,,0.0,,,21.0,0.0,0.0,1
20240827,26.2,20.6,,0.0,,,18.4,0.0,0.0,1
20240828,27.8,19.5,,0.0,,,18.65,0.0,0.0,1
20240829,29.6,21.3,,3.5,,,20.450000000000003,0.0,0.0,0
20240830,31.6,19.7,,0.0,,,20.65,1.6000000000000014,0.0,1
20240831,30.1,21.2,,0.0,,,20.65,0.10000000000000142,0.0,1
20240901,29.5,20.5,,0.0,,,20.0,0.0,0.0,1
20240902,27.1,19.2,,0.0,,,18.15,0.0,0.0,1
20240903,27.6,20.0,,0.0,,,18.8,0.0,0.0,1
20240904,29.0,17.5,,0.0,,,18.25,0.0,0.0,1
20240905,31.1,17.7,,0.0,,,19.4,1.1000000000000014,0.0,1
20240906,25.3,20.6,,0.0,,,17.950000000000003,0.0,0.0,1
20240907,26.7,19.2,,1.0,,,17.95,0.0,0.0,0
20240908,31.0,21.4,,0.0,,,21.2,1.0,0.0,1
20240909,31.2,21.7,,0.0,,,21.45,1.1999999999999993,0.0,1
20240910,33.0,21.2,,0.0,,,22.1,3.0,0.0,1
20240911,29.8,21.3,,15.5,,,20.55,0.0,0.0,0
20240912,25.5,22.3,,2.5,,,18.9,0.0,0.0,0
20240913,30.9,22.8,,0.0,,,21.85,0.8999999999999986,0.0,1
20240914,32.0,21.6,,0.0,,,21.8,2.0,0.0,1
20240915,30.5,22.7,,0.0,,,21.6,0.5,0.0,1
20240916,26.3,21.7,,0.0,,,19.0,0.0,0.0,1
20240917,33.0,22.4,,0.0,,,22.7,3.0,0.0,1
20240918,32.2,22.6,,11.0,,,22.400000000000002,2.200000000000003,0.0,0
20240919,29.5,22.2,,0.0,,,20.85,0.0,0.0,1
20240920,24.8,22.8,,17.0,,,18.8,0.0,0.0,0
20240921,24.0,17.6,,161.5,,,15.8,0.0,0.0,0
20240922,23.7,15.9,,0.0,,,14.8,0.0,0.0,1
20240923,22.6,13.5,,0.0,,,13.05,0.0,0.0,1
20240924,23.8,11.8,,0.0,,,12.8,0.0,0.0,1
20240925,25.0,15.4,,0.0,,,15.2,0.0,0.0,1
20240926,26.6,17.6,,0.0,,,17.1,0.0,0.0,1
20240927,26.2,16.9,,0.0,,,16.549999999999997,0.0,0.0,1
20240928,23.2,16.4,,0.0,,,14.799999999999997,0.0,0.0,1
20240929,24.8,15.3,,0.0,,,15.05,0.0,0.0,1
20240930,25.3,11.4,,0.0,,,13.350000000000001,0.0,0.0,1
20241001,22.9,12.6,,0.5,,,12.75,0.0,0.0,1
20241002,17.9,6.7,,0.0,,,7.299999999999999,0.0,0.0,1
20241003,16.0,6.5,,4.5,,,6.25,0.0,0.0,0
20241004,19.7,8.1,,0.0,,,8.899999999999999,0.0,0.0,1
20241005,19.5,8.7,,0.0,,,9.1,0.0,0.0,1
20241006,17.1,11.1,,0.0,,,9.100000000000001,0.0,0.0,1
20241007,17.4,12.3,,4.0,,,9.85,0.0,0.0,0
20241008,20.5,11.9,,0.0,,,11.2,0.0,0.0,1
20241009,19.7,10.1,,0.0,,,9.899999999999999,0.0,0.0,1
20241010,20.9,10.3,,0.0,,,10.6,0.0,0.0,1
20241011,21.9,9.3,,0.0,,,10.6,0.0,0.0,1
20241012,21.8,8.7,,0.0,,,10.25,0.0,0.0,1
20241013,20.4,8.0,,0.0,,,9.2,0.0,0.0,1
20241014,17.6,13.6,,5.5,,,10.600000000000001,0.0,0.0,0
20241015,17.8,14.5,,15.0,,,11.149999999999999,0.0,0.0,0
20241016,21.2,13.7,,0.0,,,12.45,0.0,0.0,1
20241017,20.0,14.0,,0.0,,,12.0,0.0,0.0,1
20241018,21.1,13.4,,26.0,,,12.25,0.0,0.0,0
20241019,20.9,9.7,,10.0,,,10.299999999999999,0.0,0.0,0
20241020,12.1,7.8,,0.0,,,4.949999999999999,0.0,0.0,1
20241021,15.6,8.0,,2.0,,,6.800000000000001,0.0,0.0,0
20241022,16.7,12.9,,21.0,,,9.8,0.0,0.0,0
20241023,16.0,8.9,,1.5,,,7.449999999999999,0.0,0.0,0
20241024,16.3,5.9,,0.0,,,6.100000000000001,0.0,0.0,1
20241025,17.5,6.9,,0.0,,,7.199999999999999,0.0,0.0,1
20241026,19.6,10.9,,0.0,,,10.25,0.0,0.0,1
20241027,15.4,9.7,,2.5,,,7.550000000000001,0.0,0.0,0
20241028,14.0,9.7,,0.0,,,6.85,0.0,0.0,1
20241029,16.3,9.1,,0.0,,,7.699999999999999,0.0,0.0,1
20241030,19.4,7.6,,0.0,,,8.5,0.0,0.0,1
20241031,18.9,7.4,,0.5,,,8.149999999999999,0.0,0.0,1
20241101,12.6,9.7,,2.5,,,6.149999999999999,0.0,0.0,0
20241102,20.8,10.9,,0.5,,,10.850000000000001,0.0,0.0,1
20241103,18.9,8.6,,0.0,,,8.75,0.0,0.0,1
20241104,18.9,8.6,,0.0,,,8.75,0.0,0.0,1
20241105,12.6,5.1,,0.0,,,3.8499999999999996,0.0,0.0,1
20241106,10.8,0.5,,0.0,,,0.6500000000000004,0.0,0.0,1
20241107,15.1,-1.6,,0.0,,,1.75,0.0,1.6,1
20241108,16.8,3.8,,0.0,,,5.300000000000001,0.0,0.0,1
20241109,17.0,7.6,,0.0,,,7.300000000000001,0.0,0.0,1
20241110,17.7,8.7,,0.0,,,8.2,0.0,0.0,1
20241111,18.2,6.3,,0.0,,,7.25,0.0,0.0,1
20241112,16.9,6.4,,0.0,,,6.649999999999999,0.0,0.0,1
20241113,17.0,4.7,,0.0,,,5.85,0.0,0.0,1
20241114,15.7,7.4,,0.0,,,6.550000000000001,0.0,0.0,1
20241115,15.3,10.1,,4.0,,,7.699999999999999,0.0,0.0,0
20241116,21.0,9.9,,0.5,,,10.45,0.0,0.0,1
20241117,13.7,1.8,,0.0,,,2.75,0.0,0.0,1
20241118,5.6,-3.3,,0.0,,,0.0,0.0,3.3,1
20241119,9.6,-2.3,,0.0,,,0.0,0.0,2.3,1
20241120,9.6,0.4,,0.0,,,0.0,0.0,0.0,1
20241121,11.7,4.2,,0.0,,,2.9499999999999993,0.0,0.0,1
20241122,9.2,-1.1,,0.0,,,0.0,0.0,1.1,1
20241123,9.8,-2.2,,0.0,,,0.0,0.0,2.2,1
20241124,12.1,0.4,,0.0,,,1.25,0.0,0.0,1
20241125,11.8,1.3,,0.0,,,1.5500000000000007,0.0,0.0,1
20241126,9.1,3.0,,18.5,,,1.0499999999999998,0.0,0.0,0
20241127,3.0,-1.2,,6.5,,,0.0,0.0,1.2,0
20241128,5.1,-1.0,,1.0,,,0.0,0.0,1.0,0
20241129,2.7,-2.4,,0.0,,,0.0,0.0,2.4,1
20241130,7.0,0.3,,0.0,,,0.0,0.0,0.0,1
20241201,11.3,2.3,,0.0,,,1.8000000000000007,0.0,0.0,1
20241202,14.2,3.4,,0.0,,,3.799999999999999,0.0,0.0,1
20241203,4.3,-1.5,,0.0,,,0.0,0.0,1.5,1
20241204,4.7,-2.0,,0.0,,,0.0,0.0,2.0,1
20241205,6.5,-1.3,,0.0,,,0.0,0.0,1.3,1
20241206,4.8,-1.0,,0.0,,,0.0,0.0,1.0,1
20241207,2.9,-2.5,,0.0,,,0.0,0.0,2.5,1
20241208,1.5,-4.3,,0.0,,,0.0,0.0,4.3,1
20241209,4.6,-5.6,,0.0,,,0.0,0.0,5.6,1
20241210,5.3,-0.5,,0.0,,,0.0,0.0,0.5,1
20241211,5.9,-0.7,,0.0,,,0.0,0.0,0.7,1
20241212,3.8,-3.8,,0.0,,,0.0,0.0,3.8,1
20241213,3.3,-3.3,,0.0,,,0.0,0.0,3.3,1
20241214,1.2,-4.7,,0.0,,,0.0,0.0,4.7,1
20241215,1.1,-2.6,,0.5,,,0.0,0.0,2.6,1
20241216,3.9,-3.8,,0.0,,,0.0,0.0,3.8,1
20241217,3.4,-2.6,,0.0,,,0.0,0.0,2.6,1
20241218,-1.4,-6.4,,0.0,,,0.0,0.0,6.4,1
20241219,2.4,-9.6,,0.0,,,0.0,0.0,9.6,1
20241220,2.8,-5.5,,0.0,,,0.0,0.0,5.5,1
20241221,1.9,-5.4,,1.0,,,0.0,0.0,5.4,0
20241222,-2.3,-8.5,,0.0,,,0.0,0.0,8.5,1
20241223,2.5,-6.0,,0.0,,,0.0,0.0,6.0,1
20241224,2.6,-4.5,,0.0,,,0.0,0.0,4.5,1
20241225,4.0,-4.7,,0.0,,,0.0,0.0,4.7,1
20241226,3.2,-4.1,,0.0,,,0.0,0.0,4.1,1
20241227,-1.4,-6.8,,0.0,,,0.0,0.0,6.8,1
20241228,-2.5,-7.4,,0.0,,,0.0,0.0,7.4,1
20241229,2.6,-4.2,,0.0,,,0.0,0.0,4.2,1
20241230,6.6,-0.2,,0.0,,,0.0,0.0,0.2,1
20241231,4.5,-4.2,,0.0,,,0.0,0.0,4.2,1
